=== FRAUDULENT ===
>>> python generate.py --input data/raw/Fake Postings.csv --source-type scam --output-dir D:/ai-scam-detection-data/generated --text-cols title,description,requirements,benefits --label-col fraudulent --sample 600 --seed 101
[1/600] rendered images/Fake Postings_9521_d378ab328515.jpg (sms, light, fraudulent)
[103/700] rendered images/phishing_email_22096_b89c7aee29c9.png (whatsapp, light, genuine)
[104/700] rendered images/phishing_email_40959_02ce1943948d.png (instagram, light, genuine)
[105/700] rendered images/phishing_email_143_24851a7713b4.png (email, dark, genuine)
[106/700] rendered images/phishing_email_44187_f88dfe847232.png (telegram, dark, genuine)
[107/700] rendered images/phishing_email_55790_7a995e636798.png (instagram, dark, genuine)
[108/700] rendered images/phishing_email_1337_99a6ebc76643.png (sms, light, genuine)
[109/700] rendered images/phishing_email_312_35c6d17c74c1.jpg (sms, light, genuine)
[110/700] rendered images/phishing_email_41578_49812458d79c.png (instagram, dark, genuine)
[111/700] rendered images/phishing_email_21563_ba609c8cb170.png (whatsapp, light, genuine)
[112/700] rendered images/phishing_email_36672_1f8d56d9cb15.png (whatsapp, light, genuine)
[113/700] rendered images/phishing_email_66598_66c98efc7f5b.png (sms, light, genuine)
[114/700] rendered images/phishing_email_3220_93a29bcabed8.jpg (sms, light, genuine)
[115/700] rendered images/phishing_email_54086_311e642bd9bb.png (instagram, dark, genuine)
[116/700] rendered images/phishing_email_75550_2b088be7621b.png (sms, dark, genuine)
[117/700] rendered images/phishing_email_12927_86f5ac1c9b3d.png (sms, dark, genuine)
[118/700] rendered images/phishing_email_16563_2c8b54f5dae6.png (sms, dark, genuine)
[119/700] rendered images/phishing_email_51384_7c0acf0d4eb1.png (whatsapp, dark, genuine)
[120/700] rendered images/phishing_email_60104_b38e70269d8f.jpg (whatsapp, light, genuine)
[121/700] rendered images/phishing_email_25865_550ec3ace5db.png (whatsapp, light, genuine)
[122/700] rendered images/phishing_email_54267_d7092299da20.png (email, dark, genuine)
[123/700] rendered images/phishing_email_12016_7a3b108ad45c.png (sms, light, genuine)
[124/700] rendered images/phishing_email_75597_e4a9e543cfec.jpg (whatsapp, light, genuine)
[125/700] rendered images/phishing_email_30328_f2b56230d7dc.png (instagram, dark, genuine)
[126/700] rendered images/phishing_email_25958_647349e9e0a2.png (whatsapp, light, genuine)
[127/700] rendered images/phishing_email_14336_2877e632c1ff.jpg (whatsapp, dark, genuine)
[128/700] rendered images/phishing_email_75487_58223f877387.png (sms, dark, genuine)
[129/700] rendered images/phishing_email_2629_975dff72bfcc.png (instagram, light, genuine)
[130/700] rendered images/phishing_email_66800_3e9d70483180.png (email, light, genuine)
[131/700] rendered images/phishing_email_70435_a22f75a420cc.jpg (whatsapp, light, genuine)
[132/700] rendered images/phishing_email_5661_5f8eecaae395.png (instagram, dark, genuine)
[133/700] rendered images/phishing_email_75740_a5df421d30f3.png (instagram, dark, genuine)
[134/700] rendered images/phishing_email_12286_da926b6edd8a.png (instagram, light, genuine)
[135/700] rendered images/phishing_email_71929_e5cb49d0417f.png (email, light, genuine)
[136/700] rendered images/phishing_email_49212_dafe639c8fe5.png (whatsapp, dark, genuine)
[137/700] rendered images/phishing_email_13746_be3184dbf309.png (instagram, dark, genuine)
[138/700] rendered images/phishing_email_35749_f8966071a320.jpg (sms, light, genuine)
[139/700] rendered images/phishing_email_43051_aaa0b7995c19.png (email, dark, genuine)
[140/700] rendered images/phishing_email_67234_5f33aabdc2a9.jpg (telegram, dark, genuine)
[141/700] rendered images/phishing_email_37735_9d82aef34483.png (telegram, dark, genuine)
[142/700] rendered images/phishing_email_11907_ae65b8da4a09.jpg (sms, light, genuine)
[143/700] rendered images/phishing_email_2870_7b12e352fdb3.png (sms, light, genuine)
[144/700] rendered images/phishing_email_66864_bb3819cf4554.png (sms, dark, genuine)
[145/700] rendered images/phishing_email_1952_b3b35ab4789a.jpg (instagram, light, genuine)
[146/700] rendered images/phishing_email_73188_fd6ec45b6d2a.png (instagram, light, genuine)
[147/700] rendered images/phishing_email_7445_3d4e497ba9d9.png (email, light, genuine)
[148/700] rendered images/phishing_email_17115_bb4ad7897a17.png (instagram, light, genuine)
[149/700] rendered images/phishing_email_34191_6360b93c5ac0.jpg (telegram, dark, genuine)
[150/700] rendered images/phishing_email_70661_ff9d7323094d.png (instagram, dark, genuine)
[151/700] rendered images/phishing_email_32934_e5b1a360863e.png (telegram, dark, genuine)
[152/700] rendered images/phishing_email_11594_a216e21f6064.png (sms, dark, genuine)
[153/700] rendered images/phishing_email_69815_5b11cfc5a114.png (whatsapp, light, genuine)
[154/700] rendered images/phishing_email_72285_0b6df57f16c1.png (email, dark, genuine)
[155/700] rendered images/phishing_email_46426_b5190e52e2b7.png (telegram, light, genuine)
[156/700] rendered images/phishing_email_63732_efd2c692d3d4.png (email, dark, genuine)
[157/700] rendered images/phishing_email_13884_dc5e728d72d8.png (sms, light, genuine)
[158/700] rendered images/phishing_email_54778_d48b879690c7.png (email, light, genuine)
[159/700] rendered images/phishing_email_976_bb5f90f0fea5.png (email, light, genuine)
[160/700] rendered images/phishing_email_984_cdb5882b8bf2.png (telegram, dark, genuine)
[161/700] rendered images/phishing_email_52499_89b603f2c836.png (telegram, light, genuine)
[162/700] rendered images/phishing_email_47202_130fea755942.jpg (instagram, dark, genuine)
[163/700] rendered images/phishing_email_8050_fe90a0071db8.png (sms, light, genuine)
[164/700] rendered images/phishing_email_12329_93c1bf1cbba2.png (telegram, light, genuine)
[165/700] rendered images/phishing_email_14294_e4c26b2ff869.png (sms, dark, genuine)
[166/700] rendered images/phishing_email_69930_244dda58e1e6.jpg (telegram, dark, genuine)
[167/700] rendered images/phishing_email_6795_bd462466980a.png (whatsapp, light, genuine)
[168/700] rendered images/phishing_email_32015_97fcbe05770b.jpg (instagram, dark, genuine)
[169/700] rendered images/phishing_email_7975_f6126c2a68ac.png (email, light, genuine)
[170/700] rendered images/phishing_email_64268_73d5d580dbe0.jpg (telegram, light, genuine)
[171/700] rendered images/phishing_email_64568_59adf98ccab7.png (instagram, dark, genuine)
[172/700] rendered images/phishing_email_8425_520cd2338574.jpg (sms, light, genuine)
[173/700] rendered images/phishing_email_25024_80799a82321f.png (sms, dark, genuine)
[174/700] rendered images/phishing_email_35222_72706135c13c.jpg (sms, dark, genuine)
[175/700] rendered images/phishing_email_30956_2194cd7acd58.png (email, dark, genuine)
[176/700] rendered images/phishing_email_1738_2f4dfa2f4a6e.png (instagram, dark, genuine)
[177/700] rendered images/phishing_email_65055_67d8c40b2347.png (whatsapp, dark, genuine)
[178/700] rendered images/phishing_email_25100_4211020f7d53.jpg (sms, dark, genuine)
[179/700] rendered images/phishing_email_72444_b2b39aa6a11f.png (email, dark, genuine)
[180/700] rendered images/phishing_email_909_ed9df724b7f6.png (email, light, genuine)
[181/700] rendered images/phishing_email_40388_907c6187fa71.png (sms, light, genuine)
[182/700] rendered images/phishing_email_74558_7302b3936247.png (whatsapp, dark, genuine)
[183/700] rendered images/phishing_email_24692_844d31acb79b.png (whatsapp, dark, genuine)
[184/700] rendered images/phishing_email_51977_7913592ee14a.jpg (instagram, dark, genuine)
[185/700] rendered images/phishing_email_2195_a6e50793bd3a.png (sms, dark, genuine)
[186/700] rendered images/phishing_email_52_e53efc47fd3f.png (instagram, dark, genuine)
[187/700] rendered images/phishing_email_66743_4c287efd2ff7.jpg (sms, light, genuine)
[188/700] rendered images/phishing_email_16707_074668864910.png (instagram, dark, genuine)
[189/700] rendered images/phishing_email_31623_522853a51ea2.jpg (whatsapp, light, genuine)
[190/700] rendered images/phishing_email_74116_0ecc216c6e40.png (telegram, light, genuine)
[191/700] rendered images/phishing_email_35703_d5085fb6acd5.png (whatsapp, light, genuine)
[192/700] rendered images/phishing_email_16526_92c07aa9c196.png (instagram, dark, genuine)
[193/700] rendered images/phishing_email_8399_850a550e3faa.png (email, dark, genuine)
[194/700] rendered images/phishing_email_48645_987a574e3c76.png (email, light, genuine)
[195/700] rendered images/phishing_email_55751_8d85be6e3da3.png (whatsapp, dark, genuine)
[196/700] rendered images/phishing_email_71951_c5e170d214c7.png (whatsapp, dark, genuine)
[197/700] rendered images/phishing_email_38085_dd383c78e486.png (instagram, light, genuine)
[198/700] rendered images/phishing_email_73262_4b402fac9f7c.png (email, dark, genuine)
[199/700] rendered images/phishing_email_69128_1e3454ae69d5.jpg (whatsapp, dark, genuine)
[200/700] rendered images/phishing_email_44368_1a5b7dd71fe2.png (telegram, dark, genuine)
[201/700] rendered images/phishing_email_36897_a19cbdf443a7.png (telegram, light, genuine)
[202/700] rendered images/phishing_email_46634_c99ce14a48c9.png (email, light, genuine)
[203/700] rendered images/phishing_email_5115_57dcb6191e46.png (instagram, light, genuine)
[204/700] rendered images/phishing_email_74062_c422e825de7d.png (whatsapp, light, genuine)
[205/700] rendered images/phishing_email_25660_5d702b06a659.png (whatsapp, dark, genuine)
[206/700] rendered images/phishing_email_50949_0094de083e02.png (telegram, dark, genuine)
[207/700] rendered images/phishing_email_2585_041861ec61db.png (sms, dark, genuine)
[208/700] rendered images/phishing_email_5326_ef3ce48c5657.png (sms, light, genuine)
[209/700] rendered images/phishing_email_58061_d82a0c09680b.png (sms, dark, genuine)
[210/700] rendered images/phishing_email_41319_4e336f0219d6.png (telegram, dark, genuine)
[211/700] rendered images/phishing_email_420_a493ca3b1727.png (sms, light, genuine)
[212/700] rendered images/phishing_email_5570_089357e2e44e.png (email, light, genuine)
[213/700] rendered images/phishing_email_8395_2505b00b7461.png (telegram, light, genuine)
[214/700] rendered images/phishing_email_65991_0b37f7ab7f36.png (sms, light, genuine)
[215/700] rendered images/phishing_email_71970_13f00993475c.png (telegram, dark, genuine)
[216/700] rendered images/phishing_email_72322_b3ba0614d381.png (instagram, light, genuine)
[217/700] rendered images/phishing_email_53921_825182c2c74a.png (whatsapp, dark, genuine)
[218/700] rendered images/phishing_email_3233_166a26350117.png (sms, light, genuine)
[219/700] rendered images/phishing_email_12761_e84420f39f4e.png (telegram, dark, genuine)
[220/700] rendered images/phishing_email_73766_665059a17a36.png (sms, light, genuine)
[221/700] rendered images/phishing_email_75375_09a8ceb1206e.png (telegram, light, genuine)
[222/700] rendered images/phishing_email_12532_d36553114861.png (telegram, dark, genuine)
[223/700] rendered images/phishing_email_29877_741393426eee.png (telegram, light, genuine)
[224/700] rendered images/phishing_email_304_2ec0bf1d24cf.png (whatsapp, light, genuine)
[225/700] rendered images/phishing_email_59449_8a8ef51c47df.png (email, light, genuine)
[226/700] rendered images/phishing_email_74465_8659f5715d6a.png (telegram, light, genuine)
[227/700] rendered images/phishing_email_46317_971507b9d139.png (whatsapp, light, genuine)
[228/700] rendered images/phishing_email_8698_ece6f0e8a76b.png (instagram, dark, genuine)
[229/700] rendered images/phishing_email_58201_ba7e8838939e.png (telegram, dark, genuine)
[230/700] rendered images/phishing_email_21445_56ae3948110b.png (instagram, light, genuine)
[231/700] rendered images/phishing_email_30191_48e29597ac65.png (sms, light, genuine)
[232/700] rendered images/phishing_email_7111_053c2872488f.jpg (sms, dark, genuine)
[233/700] rendered images/phishing_email_865_15135c4a457d.png (email, dark, genuine)
[234/700] rendered images/phishing_email_75512_c2836738ece0.png (sms, light, genuine)
[235/700] rendered images/phishing_email_62734_d2e9d377ded7.png (email, dark, genuine)
[236/700] rendered images/phishing_email_38109_35833923f921.jpg (sms, light, genuine)
[237/700] rendered images/phishing_email_25904_03ec619ec169.png (email, dark, genuine)
[238/700] rendered images/phishing_email_34892_7bcbc12f9d36.png (email, dark, genuine)
[239/700] rendered images/phishing_email_42623_c2d2193ff18e.png (telegram, light, genuine)
[240/700] rendered images/phishing_email_64411_50e848e896df.jpg (instagram, dark, genuine)
[241/700] rendered images/phishing_email_57374_aa587e0ea947.png (instagram, dark, genuine)
[242/700] rendered images/phishing_email_38590_1dbce6f812c9.png (whatsapp, light, genuine)
[243/700] rendered images/phishing_email_30561_eb35c515dace.png (email, dark, genuine)
[244/700] rendered images/phishing_email_48719_2f24127847bf.jpg (sms, dark, genuine)
[245/700] rendered images/phishing_email_50995_7f92309e434e.png (instagram, light, genuine)
[246/700] rendered images/phishing_email_33319_860007906248.png (telegram, light, genuine)
[247/700] rendered images/phishing_email_57723_303d91d75ea2.png (email, light, genuine)
[248/700] rendered images/phishing_email_8999_dcea9ecbf0eb.png (whatsapp, dark, genuine)
[249/700] rendered images/phishing_email_5157_e6978f1e3942.jpg (sms, dark, genuine)
[250/700] rendered images/phishing_email_75218_6e436eb8c2ea.png (email, light, genuine)
[251/700] rendered images/phishing_email_59292_923502d7f129.png (email, dark, genuine)
[252/700] rendered images/phishing_email_12802_9752523dc108.png (whatsapp, light, genuine)
[253/700] rendered images/phishing_email_25635_47d37e0cce8f.jpg (whatsapp, dark, genuine)
[254/700] rendered images/phishing_email_75127_80f573510043.jpg (instagram, dark, genuine)
[255/700] rendered images/phishing_email_49679_ee8ef944836c.png (email, light, genuine)
[256/700] rendered images/phishing_email_60407_53fd4b252bc8.png (telegram, dark, genuine)
[257/700] rendered images/phishing_email_6685_b555ac5135c5.png (instagram, dark, genuine)
[258/700] rendered images/phishing_email_30941_b376a93f3ba0.png (email, light, genuine)
[259/700] rendered images/phishing_email_37367_d56e78a0e2b1.png (email, light, genuine)
[260/700] rendered images/phishing_email_1212_137f32b884e1.jpg (telegram, dark, genuine)
[261/700] rendered images/phishing_email_51272_381a1ed13d04.png (sms, light, genuine)
[262/700] rendered images/phishing_email_44184_6e055dae4a44.png (email, light, genuine)
[263/700] rendered images/phishing_email_13228_38e0943a9787.jpg (instagram, light, genuine)
[264/700] rendered images/phishing_email_11741_e2b1bc77bbe1.jpg (whatsapp, light, genuine)
[265/700] rendered images/phishing_email_46059_1f9f58e6ffda.png (email, light, genuine)
[266/700] rendered images/phishing_email_13648_97eb1c5a9ef0.png (email, light, genuine)
[267/700] rendered images/phishing_email_46661_905da21c4ebf.png (telegram, light, genuine)
[268/700] rendered images/phishing_email_74571_7b5957d8e83b.png (email, dark, genuine)
[269/700] rendered images/phishing_email_74462_c43efc4d77a8.jpg (sms, light, genuine)
[270/700] rendered images/phishing_email_13096_56f286512394.png (instagram, light, genuine)
[271/700] rendered images/phishing_email_52961_81f57df43adb.png (sms, light, genuine)
[272/700] rendered images/phishing_email_26040_b10d2a99e826.png (whatsapp, light, genuine)
[273/700] rendered images/phishing_email_74017_8264f19c62f1.jpg (sms, dark, genuine)
[274/700] rendered images/phishing_email_68992_3d45bac98363.png (whatsapp, dark, genuine)
[275/700] rendered images/phishing_email_75390_f6cb266f21a3.png (telegram, light, genuine)
[276/700] rendered images/phishing_email_12474_3c8aa3d9362d.jpg (telegram, dark, genuine)
[277/700] rendered images/phishing_email_72480_266c172dfc91.png (sms, dark, genuine)
[278/700] rendered images/phishing_email_13295_acf3f7b5a3ec.png (email, light, genuine)
[279/700] rendered images/phishing_email_6699_124b360c0f70.png (email, light, genuine)
[280/700] rendered images/phishing_email_44365_94c6ded2ed8c.png (whatsapp, dark, genuine)
[281/700] rendered images/phishing_email_62972_790de221e4a3.png (whatsapp, dark, genuine)
[282/700] rendered images/phishing_email_12672_567640ef4555.png (telegram, dark, genuine)
[283/700] rendered images/phishing_email_71502_8722b72d4e82.png (sms, dark, genuine)
[284/700] rendered images/phishing_email_5764_5dcb734bebae.png (email, light, genuine)
[285/700] rendered images/phishing_email_12604_a16e7098a061.png (instagram, light, genuine)
[286/700] rendered images/phishing_email_74123_df174bde3498.png (email, dark, genuine)
[287/700] rendered images/phishing_email_8306_48906771888f.png (telegram, light, genuine)
[288/700] rendered images/phishing_email_15862_4d37406ce8ac.jpg (instagram, dark, genuine)
[289/700] rendered images/phishing_email_65675_41f5247437e3.png (sms, light, genuine)
[290/700] rendered images/phishing_email_3124_50c8a20b15a9.png (email, dark, genuine)
[291/700] rendered images/phishing_email_67843_c1bc202b87c3.jpg (instagram, light, genuine)
